Object.ID,Centroid.X.um,Centroid.Y.um,core
00e10ea0-6bcf-439d-abd2-ab6e76a66abb,706.33,292.4,N-12
00e6b630-108d-41f8-9fb2-85305db70f09,238.03,590.04,N-12
00ed2055-866b-4470-8b57-9d7c7742ee81,933.43,360.06,N-12
00f56a95-fb7b-4f2e-ae70-53fc2a68a16b,668.9,253.88,N-12
00f72c95-88e3-4ce5-8f5c-e31fa438b7a7,949.49,771.1,N-12
0103473d-5e2d-453b-85ab-0c8f1b7274a5,1043.7,239.46,N-12
0103ba0d-a115-4de5-bf2e-b5a7823b1f7e,379.56,919.92,N-12
0106967c-dd28-4346-8a4b-0203e0b12275,477.02,226.13,N-12
010c8479-dcfe-4628-bf70-fea512132df5,874.28,905.99,N-12
01135f43-1281-42a7-8dca-2185e5d1ae4b,981.04,845.75,N-12
01210729-23ea-4137-b346-4272f0686dd4,754.86,681.9,N-12
01267cc9-21a4-4f69-8988-c48ac1f924af,412.66,797.96,N-12
01320ffe-b624-4c0f-8ce6-fbddd2efa922,1026.6,742.47,N-12
01321465-baf2-4a51-98de-158728827bfe,1043.6,690.58,N-12
01335167-16b0-4038-b9eb-b0e9e3020e64,683.04,977.94,N-12
0135b6fe-ba50-4a3f-a729-4b48b0d01f16,690.79,266.44,N-12
0135bf54-7307-46fe-8bea-085256daf3c0,538.51,837.2,N-12
0137603a-61ec-432d-a371-ddd43c49b333,202.89,582.3,N-12
013b19ad-e434-4fdb-88d4-ae1ad004f624,632.11,1185.0,N-12
0148340a-98a5-4782-a0b0-00f6a2e4a766,625.06,814.86,N-12
014a6504-9575-446a-98a8-5d28ae79b2d6,586.28,902.88,N-12
014d4d85-254f-49af-8964-2815ee923818,874.55,275.89,N-12
014eb1cd-9071-45fc-9fa4-33f66a29a75f,823.76,141.29,N-12
0154cef2-4fcb-4ff8-9a07-0241ce65819c,489.17,807.64,N-12
015e1cbe-16db-43f8-b121-483a16c3fc7f,607.6,997.15,N-12
015fc63e-7294-4cd2-a6ac-1a74dd5379c6,513.77,884.0,N-12
0161dc30-a307-410a-b48b-049c2eaf3464,291.8,977.02,N-12
016b2ea6-769d-4490-9054-c73337e8f10a,134.96,817.94,N-12
0173da05-9bad-447d-9fb7-22cc79498985,604.31,813.74,N-12
0178377e-d381-49f4-be0a-963f89477e58,803.67,592.63,N-12
017944b3-9341-4624-80ab-737d7e6e6898,788.01,727.08,N-12
017ddda1-c747-46c8-bbb7-c702aedf9d1a,667.43,516.63,N-12
017e1b0c-7c36-4ca4-8232-687b33b7343e,431.63,865.44,N-12
017fb05f-ae62-4f91-bfde-b301093fd65f,645.81,318.86,N-12
01887e18-d02c-488d-9d92-c9b9bb0f88af,700.06,454.53,N-12
018d8d2c-27a1-4741-987e-a0f82c62418d,418.3,1018.6,N-12
019d142a-ec57-48e1-8995-025bf0df53e2,600.87,663.84,N-12
01a22c75-ed0c-4976-b9ea-0809014e9dce,761.78,691.71,N-12
01a3cdf3-ad11-4dff-9185-55e513e39d17,275.16,756.03,N-12
01a67a44-5616-4fc5-84c6-fe93685218e5,242.96,507.76,N-12
01a90e59-cd2a-4863-ac36-46f850224fa8,1060.2,364.94,N-12
01abc65d-7c50-4ddd-83c7-c682c2fbfa18,663.83,1047.4,N-12
01ae4141-bfb5-4644-b47a-12e05002c525,641.08,1175.2,N-12
01c5120c-6b36-489e-8ceb-38355edd7aff,138.05,611.81,N-12
01c6d121-be70-499d-ac01-4389bc4c9d63,745.4,584.92,N-12
01cbf74e-2255-4e6f-9c84-dc658f492860,610.7,828.52,N-12
01ccd963-493d-4ecd-a453-91598880b641,870.27,342.36,N-12
01d96067-3afe-458a-b41c-3fb05d65d3dd,523.81,472.59,N-12
01db8e6a-070b-4037-9536-6eae4bed8e3f,379.69,1113.4,N-12
01dca298-65bc-4e90-9835-309480bdaa0e,214.58,997.5,N-12
01dd63f7-13f1-4004-b94f-7955d2f06b1a,331.74,810.98,N-12
01e24471-15e8-4b58-87ee-40db6131e87c,396.03,769.01,N-12
01e2f86e-7484-498e-9916-f9518f14b1ac,267.93,971.96,N-12
01e382f9-ac7c-44cf-b0ac-0ae0aa19dee6,277.85,623.08,N-12
01e48e66-bfc9-46cd-b60d-768e538abf68,245.8,910.17,N-12
01e5e863-9859-495c-98cd-91218e127793,1021.3,506.96,N-12
01e991e0-40ad-4685-a282-3bcc57b4efc5,1028.5,637.94,N-12
01f0f083-5ab9-4949-a6a7-5cc162920104,953.74,310.07,N-12
01f3701f-f645-4986-be01-bd70b7610fa4,509.75,84.62,N-12
01f4ee21-3624-4fbd-a6af-815b8b6f982d,844.8,139.41,N-12
01f9b3ca-b9b9-45e9-9a16-db6c99a1a81b,951.39,881.64,N-12
02038eac-0fe3-442d-8234-fad708053638,921.86,947.52,N-12
020e877c-e40b-4271-91b6-bdf4baf5aca7,931.72,178.69,N-12
0212ce92-bc2b-429a-b639-e4e7acb61906,652.07,96.69,N-12
0218e25e-4f22-497b-8285-e910011b8d7b,182.99,352.4,N-12
021b789f-5abe-4957-a4d3-0129f5956bc4,424.66,835.29,N-12
021cfae7-e18a-45bb-9eac-17fbdf6767bf,746.36,684.87,N-12
022248ef-d9a8-43cd-ae98-b0854ad0089c,148.18,745.69,N-12
02258ce5-7575-4509-bfe7-4759f019122f,805.37,635.68,N-12
02268b96-fd22-491d-9e1b-9e3fbf60f4a1,176.28,751.21,N-12
022e22bf-2f49-44a4-abff-3857d246056e,814.18,105.37,N-12
022f499a-64d8-4fd3-a6bf-3ba585f2304a,493.85,194.49,N-12
0233914b-8662-4115-a3e5-76a8bbf5467c,824.36,596.1,N-12
0234bbb8-fbb0-4ad9-ad3c-e5230a5d690e,686.4,463.78,N-12
023e484f-4580-45bc-8de7-d599dd384d97,813.2,813.49,N-12
023ed9f1-86c2-424d-a4da-02999e90d590,240.32,551.46,N-12
023fbdc0-393f-4639-b829-e3bdd763d908,76.18,789.69,N-12
02402e6d-7d39-4609-9057-4035278a3db1,920.86,1098.3,N-12
02453e7a-203a-496d-8fb7-f5ad5f0bbc08,234.6,359.62,N-12
024d9678-b10e-4d6e-bb16-21ee107ced07,835.19,753.96,N-12
02514d2f-2bcd-445a-9737-c9ce095f3f7b,319.83,776.97,N-12
0255d8c4-bc7d-43fe-b1f8-759326c5e0d1,901.71,908.98,N-12
025b7266-5dad-4327-8f4c-08db6a078b04,769.93,325.93,N-12
0260a41b-445a-4808-a830-b68624aea201,620.4,587.44,N-12
02642a9e-dba7-47e5-8591-aab492084f86,991.24,642.55,N-12
026f386c-8d5c-4e8b-a91d-61340e823c0f,1081.8,472.14,N-12
0271ad2d-703f-4c82-a182-618759f5c691,594.65,957.19,N-12
0277d712-dd43-4bfb-a597-d1ed01eb879f,988.84,740.38,N-12
027e6872-a1b3-4262-b242-c24bc9dab210,198.38,535.28,N-12
02848586-6cfc-4e15-958e-52f6ab24b872,918.5,673.76,N-12
0288b70b-816a-4904-8f43-c0cdd53af96f,339.67,617.57,N-12
028c15f2-636f-4697-bf59-1925f38db149,212.19,891.98,N-12
028fd5bf-a98c-4590-84c2-7a8fb9b551c1,317.22,427.0,N-12
02968c8c-4c33-4fc3-a04e-cee40225aadd,697.89,396.91,N-12
029ecef4-f0cc-4d14-84f6-c1e522863db2,681.33,1045.5,N-12
02ac1185-180e-4ae3-98f9-757fe88ab635,417.94,1178.4,N-12
02b26ac3-0505-4885-a2c0-c36b027d61af,552.14,413.23,N-12
02b2cbf0-7fc5-4226-9b7b-026b54f5f9a7,798.89,607.04,N-12
02b8ba38-f631-4c71-9821-a18dd91adc0f,138.97,715.24,N-12
02c5ae5e-7168-44ec-9d56-9653ff0e5ca0,798.23,68.79,N-12
02c98674-39b6-4c32-9f3f-4986e9924450,264.08,723.93,N-12
02ca026d-8acb-4d1d-9c10-2e049deac4d7,754.61,525.12,N-12
02cb9984-27a4-4da7-9085-742b063d5db4,733.8,491.82,N-12
02d4678c-1361-479c-90e2-ca0574d25a08,810.34,258.95,N-12
02d7cbd9-75d9-4e76-a4ec-fa52a68c7a86,773.65,632.98,N-12
02d7e7ee-7cd5-416b-b6b1-35805bc6c14e,1055.6,914.59,N-12
02d88c0f-f62d-450b-8f57-f5e01475b8ec,1026.7,665.46,N-12
02dc77ab-07cc-4671-bccd-cbd07e078e3f,818.64,868.81,N-12
02df9a53-ed3a-4f36-b37e-a10ba2541d18,630.96,614.07,N-12
02dfd0ea-e872-4f47-94e5-169374e3cb7e,660.11,195.74,N-12
02e44519-72d7-4872-a489-974069c0c74f,260.18,276.84,N-12
02e5e884-9954-4e34-b48d-08d7d0317bf4,534.28,635.43,N-12
02e9670f-7e26-4408-9131-628a0a1a2e92,557.23,485.17,N-12
02ebb652-4ec6-407b-af82-92efec4639d6,697.33,607.38,N-12
02f90f07-1126-47ed-ad17-6bf1379382b5,659.46,491.78,N-12
02fa5e49-015d-43ed-b7c5-d7e9660aabe8,259.15,291.41,N-12
02fb5f54-c477-4005-b162-2b5a5ddd0042,511.05,425.11,N-12
02fc9eb8-5f11-449f-9858-0f7ddbfc5248,423.35,816.46,N-12
030a1a5d-6822-4007-be30-5ad4e7309622,443.61,197.28,N-12
030c1a2a-2184-47df-adad-49cd4a85c082,686.17,923.67,N-12
030d3d5b-a63e-45b0-af3b-82e46cac262e,323.09,1004.2,N-12
030e599f-2a05-481c-b487-e090c56fd0cd,593.49,152.85,N-12
03141322-8651-4cd5-81cf-aa63d23b812b,343.56,561.35,N-12
031d0fc0-7e2d-435f-85c9-6930654a5771,91.79,590.71,N-12
031e2864-ac7c-4e8f-bcd0-2a45e27f4b38,515.88,1001.8,N-12
0324df7a-83d9-4729-9d0e-a6df3112dc28,624.34,576.5,N-12
0326de75-6ebb-4630-8597-fd532051e268,282.84,960.1,N-12
0328cf98-7419-40ff-a076-61f4f9e9d4bc,364.56,421.33,N-12
033849c1-6add-4b9e-869f-9c1ecbc0072d,739.95,1075.2,N-12
03486521-aa1c-4bda-bf9f-cd2abd4cd96e,118.14,661.55,N-12
034b2e58-300c-4fe0-bffe-8f4de4a64b64,849.71,197.87,N-12
034bd3a6-b9d3-4580-a80d-6b88412e8517,460.01,778.78,N-12
0352e452-57b8-46d6-8cd2-5173f6079d4a,401.26,902.05,N-12
03577cb4-0b49-4fcc-83f5-9d6bd82b6af2,561.36,718.05,N-12
036143b4-e430-40c8-ae11-28628cceff18,589.54,1033.9,N-12
03618294-d38f-4c83-bb1d-3d163894f685,816.9,477.18,N-12
036665d8-d785-4578-a625-3d315b4d0dab,333.74,638.98,N-12
0367d385-5f1e-4efe-b086-1b4df1680cb4,551.56,772.43,N-12
0368d2f3-7553-45d4-9f5a-335a6816ac60,733.23,123.35,N-12
03700370-0ec3-48a2-806f-3310363b045e,219.1,645.75,N-12
037140bd-2b6d-48c3-bdda-e4216c7dfd16,822.87,600.83,N-12
0372837a-9c6b-423f-85f6-c5ae64f8259d,566.51,202.97,N-12
03734e59-ef3c-4576-aa90-6f01d8985f59,262.35,987.27,N-12
037beca0-848a-4124-9ca0-8a6773676818,125.62,599.12,N-12
03850ac7-4015-4bc3-a3ef-0222841bfcd0,1064.5,279.83,N-12
03886d97-0263-477f-ae47-16760cd08ed9,556.26,332.11,N-12
0389e183-9e80-446e-a3d0-f596d87188ad,755.6,269.96,N-12
03935cc8-6276-4d6a-ba87-2afa1f43dd18,831.55,406.95,N-12
0399f818-6d1d-4276-a26b-db5de302f333,567.03,218.74,N-12
03a2983e-cf89-42d1-b918-87fb2fe6216b,700.68,466.47,N-12
03a3e265-a820-453f-8e48-1a0128f27352,414.04,205.24,N-12
03a8e60e-41e7-4f8e-8b9d-349344116947,280.56,208.15,N-12
03abc618-42e8-494d-b12c-0a7038b09e21,397.07,1128.4,N-12
03b531f1-4137-46c2-b9d5-ce8e343c8d66,958.75,796.21,N-12
03b78806-6791-4958-bfdf-80b4f586b30d,386.33,271.22,N-12
03bb485e-37fc-486e-b6ad-cfb859eb0ea5,203.27,693.71,N-12
03bbbadd-0f52-4206-b535-3147b6132199,303.22,773.52,N-12
03c28d95-7a6a-4ba4-abb1-d03447d08bbe,690.38,384.07,N-12
03cc2cb3-6443-4ef7-afa6-f5f824bf4cd2,677.07,503.13,N-12
03d0ee04-3940-43cc-b603-33aac3d41977,607.84,180.41,N-12
03dacd76-0174-4b12-b443-3334c51477d0,893.37,731.17,N-12
03deb331-7eff-4362-a05b-9415a5ff0d86,296.3,180.06,N-12
03e2777d-bffb-4653-890c-71fa5e2f93f2,314.91,713.86,N-12
03e4ddac-c8f8-4165-b1f3-421e66060c8e,247.13,988.51,N-12
03edcfa0-4940-4dd5-8e48-0faaffec31c5,626.1,491.14,N-12
03f1c518-2e5f-45f2-ae95-e5892073627e,674.4,921.54,N-12
03f83492-959d-4dfc-8698-35d55b8eadeb,651.08,903.91,N-12
04032496-3633-4b7f-b804-00900c16e98a,247.9,875.43,N-12
040e63b4-36f8-4523-971f-b616cf16457a,297.18,606.91,N-12
040e7f79-097f-4c03-ba90-793d2e413846,320.58,141.25,N-12
041822ed-6023-4f1e-8128-c17c87d9dd06,1024.0,703.56,N-12
0418ff65-57df-4d25-afea-9be69ab3aaa5,583.14,780.07,N-12
041efad5-3ba8-4eb9-ae9d-9a3a603ca807,423.56,655.63,N-12
04320c09-b104-4187-807f-d1f99049a586,108.68,550.09,N-12
043ef737-b2d1-4234-bb7d-6400d2a9be87,457.75,817.04,N-12
043f2cf1-8201-44b3-8ad1-aac73a4dd0a1,435.78,475.34,N-12
04400198-c73c-4010-aed0-79452f0975c2,452.69,625.97,N-12
04441e41-4964-488b-bd55-0bc4f8120215,904.61,1012.9,N-12
04483466-da06-41c4-b867-cda4934dda2d,329.15,727.02,N-12
0451214f-aae1-4196-b502-fb5c2e3b7cd8,335.8,166.03,N-12
045939e3-c429-4949-8a5b-a40a8dca30ff,361.42,490.0,N-12
045a7292-4669-4479-9ed4-28716c26aed7,309.47,599.94,N-12
04653b90-c155-4135-b39a-9cac8d65b02a,923.09,726.09,N-12
04689d5c-bb86-4c16-abd8-6089dcac65ac,1027.0,533.21,N-12
046973fc-b0fb-47c3-a359-1bd464929abe,1034.7,746.46,N-12
046c70d9-39ff-4875-a04c-d758fccbdb03,416.47,237.49,N-12
04801223-7f01-41c0-9beb-3fe977d0f8bc,482.64,296.37,N-12
04846121-7b9f-4de8-abd0-f5facdfc7495,832.81,598.16,N-12
0487356e-241d-4c3c-a9d9-379c5921db04,614.36,489.47,N-12
048d7ae3-d05d-4fd6-b7d5-f02ef70d6614,618.19,575.96,N-12
049265d3-f980-43f9-b55a-b86733bac8a0,689.0,443.65,N-12
0494be22-0b6c-4ce8-9685-9aa35f4cc5cd,524.25,1021.0,N-12
0499a3ee-b05d-4e4c-b98b-c610e8a250aa,963.96,932.0,N-12
049b7cea-5897-40f7-a1cf-3f32feccc961,505.38,403.53,N-12
049c7334-1559-4827-99a5-03bfd59f7def,535.05,117.19,N-12
049ce880-ae79-4800-87ce-35930f90be9f,278.21,433.01,N-12
04a24ec8-1979-4b5c-a36d-367892f7abfd,655.48,53.82,N-12
04adcf00-a197-4554-8333-2cb0de30360b,454.44,1165.6,N-12
04aed6ed-3d02-43f1-a5ea-bbfcb376c40f,849.94,682.44,N-12
04b17bd3-a1d3-4b93-a863-81ce6fb52ab3,794.06,865.59,N-12
04b372d2-242f-4ea6-9816-3eb591049b72,854.05,1010.1,N-12
04b6363a-e7c1-4f20-ac86-18eb32fe447c,939.79,643.45,N-12
04bc0ff9-9243-4911-9e80-a3a2b40f0ff2,478.85,385.8,N-12
04bf6b2a-2ca3-49ae-b72f-a9354d0b897a,872.24,817.18,N-12
04c5cfa1-e97b-4269-97a7-dd737a558618,471.51,803.92,N-12
04ccba2f-1d7d-4359-9d1a-a35babb9d085,623.97,327.15,N-12
04cd7500-440e-4c80-b5c7-4af9a60760f6,537.58,425.1,N-12
04dad3eb-b85f-4073-8255-e928599244e3,508.66,191.85,N-12
04ddb523-e713-49ae-a86d-8a526161dbc3,663.21,852.35,N-12
04ded576-03c7-44a5-ae27-5212d2855832,1075.5,487.19,N-12
04df40e3-d742-481e-8623-e73969be6f55,325.37,767.85,N-12
04ef8983-b4ac-4214-bdd3-1aa7ef616039,564.64,487.94,N-12
04f3287f-d965-4ebd-b3f6-b66f61e0e951,967.33,638.45,N-12
04f84035-c260-4880-9225-8bb6e0e1382a,419.08,322.22,N-12
04ff024b-c110-473e-8def-c7624893328c,667.6,787.41,N-12
0504634e-2323-4338-81bd-fca421ea2742,708.02,168.86,N-12
05080090-84d6-493e-89ef-eb61a7b6b22e,793.87,720.92,N-12
050b8951-69f8-454f-98b3-5d108cc2b1fa,896.37,104.37,N-12
050cc27e-8498-47b1-acd7-aa685c79343b,382.87,593.19,N-12
051a9adc-eb52-4996-b881-f3c27b5c38ff,336.88,137.51,N-12
051f3771-d0ba-4716-b76b-4b727d896fcd,833.5,1027.7,N-12
05228b57-c795-4e43-b6e7-f61a33788490,621.33,662.78,N-12
0525781e-f0bc-4834-b559-63433eb36df4,170.93,662.45,N-12
05274669-9de2-4ec0-aa37-309ebcf601de,1055.6,896.11,N-12
05298833-9c0f-4115-ad09-3be1c9f93966,230.23,955.86,N-12
0529daa6-0537-4df1-baff-67bbf26ad36b,926.45,853.61,N-12
052b4e63-a296-4c6e-90ec-cf3b5f808ab2,618.18,733.4,N-12
052d34d3-cc11-40cf-bb4f-e9239d8d78f4,825.24,1127.3,N-12
052edbd9-7c86-4c26-9442-de660c188cf3,110.01,183.77,N-12
0531b8ac-b0fa-418f-abd3-d69e5d9f8cc1,777.07,252.48,N-12
0532b2f5-efeb-48b2-8a9b-589cdfbb9b02,366.17,1138.3,N-12
05340425-4e7d-4148-b40d-19b9a14d5854,752.79,814.12,N-12
05351ad8-cebe-4a55-98ed-2c10ff158881,615.68,610.5,N-12
05358eee-7925-4937-93c8-001ec2c44c85,174.99,642.24,N-12
05375b2d-8498-4ab1-ad86-d34a7b46014b,1004.7,329.24,N-12
053b5cc0-c55b-4dc9-90d9-ee764f8478b2,842.31,328.94,N-12
05404bac-5382-498e-8327-74f3ace58d84,443.87,764.26,N-12
05420c82-8cd8-4f3c-a8c6-dc73bdd2844a,845.72,408.68,N-12
05427d6d-a2d0-459e-bc04-d9c65ab88dc2,388.8,995.55,N-12
0547a2ca-b891-4d2d-b0e9-18a9dcf5258b,695.94,362.68,N-12
05570f68-cd0b-44aa-82f7-005942e35a11,396.55,840.91,N-12
0558f53d-b5c3-425a-bb05-6db2a2b72099,993.17,299.56,N-12
055a68d6-6241-42a6-aa1d-04ee83763dde,986.42,563.7,N-12
0561f73f-6c15-4c03-afe3-4339808bc4e5,557.55,857.87,N-12
05629299-f127-48f0-82d0-7b0c57bbb8ee,747.88,347.74,N-12
0562ba07-8025-4f4d-91d9-69594281a244,284.69,212.36,N-12
056a1899-4772-4900-9169-d773643b9708,382.4,818.53,N-12
0570daf5-fe1f-414c-98f7-485073b00487,648.12,1093.6,N-12
05782b92-6712-40d5-90e9-a9451d81b136,407.33,340.33,N-12
0584f160-184a-4a0b-ba22-566caf83b0f1,189.8,782.49,N-12
0589dbea-bd8e-40c1-82ac-18d12506cf73,462.63,270.86,N-12
058cc4cb-98ea-408e-8467-d25733914429,813.5,951.01,N-12
058d7954-b466-4969-852a-986c11ae7ab1,939.58,127.19,N-12
059518ec-9ba1-4e26-b586-9344563ac891,703.16,588.48,N-12
059e881f-2baf-417b-8584-5671d260dd89,456.9,172.86,N-12
05a1459a-ac7a-4a13-85fd-6015b410dd15,313.86,922.06,N-12
05a3489b-e33f-4211-a462-aa2d673b612b,378.04,368.16,N-12
05a36df7-a121-48fc-9098-959a3aafbbd8,366.56,832.18,N-12
05a528c3-45cb-41bf-bfef-afda9eb13317,457.24,1159.4,N-12
05a8db8c-98c6-46cd-8539-56b5956adcea,472.92,308.72,N-12
05b23768-b303-49a6-a43d-f2da31c2b9af,709.11,348.81,N-12
05b499a4-1ce7-4722-a9ef-7a389b0838cf,671.71,333.87,N-12
05ba76b5-17ea-45fe-9d75-12d6d655561d,1003.2,916.22,N-12
05bcd967-9773-46a4-8d3b-5ea268e59dfe,445.12,262.95,N-12
05bd8aaa-30dd-417f-b6d6-273be6d762e1,1021.7,653.96,N-12
05bf4af3-3212-4c75-bbf6-2c5309f668b2,1009.0,352.52,N-12
05bf9968-5aca-479e-b517-277c52eef0c5,619.3,490.39,N-12
05c3c16d-5909-4805-b4f0-84c87fc89688,76.05,640.09,N-12
05c5357c-6633-4c39-97e8-af8efdd2f932,816.4,246.26,N-12
05ce7fe0-d7e8-4006-812b-8065c493f417,696.49,168.03,N-12
05d16053-3c3b-4462-b51c-b36cc87a81c5,956.43,580.9,N-12
05d2016d-c275-4cd7-8894-91dc0db69481,791.42,197.6,N-12
05d77294-a2a0-48df-a1a5-83b4fcd9700e,258.13,758.14,N-12
05d80950-6c8c-497d-8a06-8cbca05f1846,761.21,182.79,N-12
05e5294c-ce15-4d54-be37-529c4b06b982,505.74,593.41,N-12
05ec5e3e-75ce-4c89-a10f-5142166a6487,898.62,534.29,N-12
05f22578-c1bf-4fde-b838-bafb86797f2f,559.88,496.64,N-12
05f3931a-2e8a-448d-a114-f32ae2fad2a0,713.88,182.19,N-12
05f66e72-e58c-4fff-b8ae-87c54862153c,249.31,995.09,N-12
05f6ac78-1f1b-4b88-9d76-b08db60c3ea1,622.2,763.02,N-12
05f74b95-4e64-438b-8f52-94bf79c2a273,1068.0,684.95,N-12
05f992b4-b82f-4c7e-af23-3889c59521c1,215.4,634.1,N-12
06032d3a-660d-42e9-9db0-81c6eb55de27,518.41,953.96,N-12
060ecef6-64eb-4500-b00d-59d511c4661d,1137.4,610.55,N-12
0613ba9e-a23d-4fb7-bfc6-184e3a89ca6c,142.14,839.34,N-12
061af77a-4a10-4f66-b9a9-76f13c2d1aee,656.16,978.26,N-12
061ef544-e722-44b2-954f-db7d08f665a1,280.98,737.21,N-12
06203017-9119-4827-9008-a38c565b35ce,470.6,402.72,N-12
0625e890-3de8-48ea-ba37-4687eebac39a,250.09,429.41,N-12
062c54a3-7291-4712-ba89-b070a7d3b8a7,387.23,1025.6,N-12
0632b2e5-b582-42b7-9e98-e1224d98aa58,716.94,585.61,N-12
063cf179-c776-4d99-90ab-561b59532b8c,693.98,468.98,N-12
063d9b6c-5934-40c6-9341-6004c02b7f1f,369.92,998.95,N-12
063f39e6-aea9-4590-bedb-85be1cc2e08d,793.89,179.84,N-12
0648282e-e351-4f4f-b0fb-20a4c577c242,575.49,455.64,N-12
064c4a48-de1e-45fa-a43a-09875e9aaa7d,646.84,628.49,N-12
06522160-0fb0-4010-aa9c-dd202e11d01d,489.73,336.08,N-12
0656d570-a3d8-4553-85c5-60b0d178c028,941.57,909.27,N-12
065a4671-eac2-48ab-b29b-734b4f8ed772,218.15,1001.7,N-12
065e50bb-fa4c-4ed2-8702-735a3e604e22,194.64,585.65,N-12
0660413d-824f-402b-aed3-cdc287b60931,271.96,219.47,N-12
06634c48-4dc3-4526-ba90-6f958c391fd1,356.75,211.39,N-12
066c2885-832f-4630-9aff-cba206440669,247.78,502.46,N-12
067312d7-888c-417d-97f2-5d2fafaa5e05,576.13,213.43,N-12
067e62e4-9269-4644-b0c0-9dc54a890c6f,309.54,1090.6,N-12
06812a95-0215-4302-be61-5eefa7923c0b,680.15,321.66,N-12
068296a3-5d6e-4007-b86b-b3b9b4ea700d,489.82,1058.8,N-12
0683b64e-69a4-48a8-a2ff-0b4b6bbd89e1,471.16,98.34,N-12
0685d0f6-c749-4a9e-ad56-45dcbcf20b47,1032.8,971.83,N-12
0698e6a0-bf50-4a6f-9657-04b423be6508,635.59,256.56,N-12
0698eaab-bf93-45ad-abd4-4891bc950c9d,746.35,529.98,N-12
